,Hour,Min,Sec,BRA,Draw,ARG
512,2,2,51,,27.0,95.0
513,2,3,2,,27.0,95.0
514,2,3,13,,28.0,95.0
515,2,3,23,,28.0,95.0
516,2,3,34,,28.0,95.0
517,2,3,44,,28.0,100.0
518,2,3,54,,28.0,95.0
519,2,4,5,,26.0,95.0
520,2,4,15,,27.0,95.0
521,2,4,26,,27.0,95.0
522,2,4,37,,27.0,95.0
523,2,4,47,,27.0,95.0
524,2,4,58,,28.0,95.0
525,2,5,8,,28.0,95.0
526,2,5,19,,28.0,100.0
527,2,5,29,,28.0,100.0
528,2,5,40,,28.0,95.0
529,2,5,50,,28.0,100.0
530,2,6,1,,28.0,100.0
531,2,6,12,,29.0,100.0
532,2,6,22,,29.0,100.0
533,2,6,34,,29.0,100.0
534,2,6,45,,28.0,100.0
535,2,6,56,,29.0,100.0
536,2,7,7,,29.0,100.0
537,2,7,18,,29.0,100.0
538,2,7,29,,30.0,100.0
539,2,7,40,,30.0,100.0
540,2,7,51,,30.0,190.0
541,2,8,1,,30.0,190.0
542,2,8,12,,30.0,190.0
543,2,8,23,,30.0,100.0
544,2,8,33,,28.0,100.0
545,2,8,44,,29.0,100.0
546,2,8,55,,29.0,100.0
547,2,9,6,,30.0,100.0
548,2,9,17,,30.0,190.0
549,2,9,27,,30.0,190.0
550,2,9,37,,30.0,190.0
551,2,9,49,,32.0,190.0
552,2,9,59,,32.0,190.0
553,2,10,10,,32.0,190.0
554,2,10,22,,32.0,190.0
555,2,10,32,,32.0,190.0
556,2,10,43,,32.0,190.0
557,2,10,54,,34.0,190.0
558,2,11,5,,34.0,190.0
559,2,11,16,,35.0,190.0
560,2,11,27,,36.0,190.0
561,2,11,38,,36.0,190.0
562,2,11,49,,34.0,190.0
563,2,11,59,,35.0,190.0
564,2,12,10,,32.0,190.0
565,2,12,20,,32.0,190.0
566,2,12,31,,34.0,190.0
567,2,12,41,,34.0,190.0
568,2,12,52,,35.0,190.0
569,2,13,3,,36.0,190.0
570,2,13,13,,36.0,190.0
571,2,13,24,,38.0,190.0
572,2,13,35,,38.0,200.0
573,2,13,46,,38.0,200.0
574,2,13,57,,40.0,220.0
575,2,14,7,,40.0,220.0
576,2,14,18,,40.0,220.0
577,2,14,29,,40.0,220.0
578,2,14,39,,42.0,220.0
579,2,14,50,,42.0,220.0
580,2,15,0,,42.0,240.0
581,2,15,11,,45.0,250.0
582,2,15,22,,45.0,250.0
583,2,15,32,,46.0,250.0
584,2,15,43,,46.0,260.0
585,2,15,54,,46.0,260.0
586,2,16,5,,48.0,260.0
587,2,16,16,,48.0,260.0
588,2,16,26,,50.0,260.0
589,2,16,36,,48.0,260.0
590,2,16,47,,48.0,260.0
591,2,16,57,,48.0,260.0
592,2,17,8,,50.0,260.0
593,2,17,19,,55.0,260.0
594,2,17,30,,55.0,260.0
595,2,17,40,,55.0,250.0
596,2,17,51,,50.0,260.0
597,2,18,1,,55.0,260.0
598,2,18,12,,55.0,260.0
599,2,18,23,,55.0,250.0
600,2,18,33,,55.0,250.0
601,2,18,44,,55.0,240.0
602,2,18,55,,60.0,220.0
603,2,19,6,,60.0,220.0
604,2,19,16,,60.0,200.0
605,2,19,27,,60.0,200.0
606,2,19,38,,60.0,200.0
607,2,19,48,,60.0,180.0
608,2,19,59,,65.0,160.0
609,2,20,10,,70.0,150.0
610,2,20,21,,80.0,140.0
611,2,20,32,,85.0,130.0
612,2,20,42,,85.0,120.0
613,2,20,53,,90.0,110.0
614,2,21,3,,95.0,100.0
615,2,21,14,,95.0,100.0
616,2,21,25,,90.0,90.0
617,2,21,36,,75.0,75.0
618,2,21,46,,75.0,75.0
619,2,21,57,,70.0,70.0
620,2,22,8,,70.0,70.0
621,2,22,19,,70.0,70.0
